denominator_id,row_id,case_id,engine,method_id,route_id,planned,preflight_status,expected_support,generation_input_available,retrieval_corpus_available,demo_policy_available,rule_pool_available,output_contract_available,engine_supported_by_method,expected_failure_bucket_if_not_supported,notes
common_core_v0_40_same_engine_120,PERF_0006:pg,PERF_0006,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0006:mysql,PERF_0006,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0006:spark,PERF_0006,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0007:pg,PERF_0007,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0007:mysql,PERF_0007,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0007:spark,PERF_0007,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0008:pg,PERF_0008,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0008:mysql,PERF_0008,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0008:spark,PERF_0008,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0013:pg,PERF_0013,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0013:mysql,PERF_0013,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0013:spark,PERF_0013,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0017:pg,PERF_0017,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0017:mysql,PERF_0017,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0017:spark,PERF_0017,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0019:pg,PERF_0019,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0019:mysql,PERF_0019,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0019:spark,PERF_0019,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0024:pg,PERF_0024,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0024:mysql,PERF_0024,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
