case_id,pool,engine,route_id,timing_eligible,speedup_eligible,exclusion_reason,source_sql_path,generated_sql_path,schema_path,witness_data_path,runner_kind,control_source_artifact,expected_timing_output_path,row_status,caveat
PERF_0006,performance,pg,sqlglot_optimize_same_dialect,yes,yes,,cases/PERF/PERF_0006/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/pg/sqlglot_optimize_same_dialect.sql,cases/PERF/PERF_0006/schema/ddl_pg.sql,cases/PERF/PERF_0006/validation/pg_witness_data.sql,postgres_inline_cli,cases/PERF/PERF_0006/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/perf_0006_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/perf_0006_pg_validation.stderr.log|cases/PERF/PERF_0006/runs/pg/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/PERF_0006/pg/sqlglot_optimize_same_dialect.json,ready_to_time,none
PERF_0006,performance,pg,sqlglot_transpile_same_dialect_noop,yes,yes,,cases/PERF/PERF_0006/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/pg/sqlglot_transpile_same_dialect_noop.sql,cases/PERF/PERF_0006/schema/ddl_pg.sql,cases/PERF/PERF_0006/validation/pg_witness_data.sql,postgres_inline_cli,cases/PERF/PERF_0006/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/perf_0006_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/perf_0006_pg_validation.stderr.log|cases/PERF/PERF_0006/runs/pg/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/PERF_0006/pg/sqlglot_transpile_same_dialect_noop.json,ready_to_time,none
PERF_0006,performance,mysql,sqlglot_optimize_same_dialect,yes,yes,,cases/PERF/PERF_0006/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/mysql/sqlglot_optimize_same_dialect.sql,cases/PERF/PERF_0006/schema/ddl_mysql.sql,cases/PERF/PERF_0006/validation/mysql_witness_data.sql,mysql_inline_cli,cases/PERF/PERF_0006/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/perf_0006_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/perf_0006_mysql_validation.stderr.log|cases/PERF/PERF_0006/runs/mysql/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/PERF_0006/mysql/sqlglot_optimize_same_dialect.json,ready_to_time,none
PERF_0006,performance,mysql,sqlglot_transpile_same_dialect_noop,yes,yes,,cases/PERF/PERF_0006/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/mysql/sqlglot_transpile_same_dialect_noop.sql,cases/PERF/PERF_0006/schema/ddl_mysql.sql,cases/PERF/PERF_0006/validation/mysql_witness_data.sql,mysql_inline_cli,cases/PERF/PERF_0006/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/perf_0006_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/perf_0006_mysql_validation.stderr.log|cases/PERF/PERF_0006/runs/mysql/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/PERF_0006/mysql/sqlglot_transpile_same_dialect_noop.json,ready_to_time,none
PERF_0006,performance,spark,sqlglot_optimize_same_dialect,yes,yes,,cases/PERF/PERF_0006/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/spark/sqlglot_optimize_same_dialect.sql,cases/PERF/PERF_0006/schema/ddl_spark.sql,cases/PERF/PERF_0006/validation/spark_witness_data.sql,spark_inline_pyspark,cases/PERF/PERF_0006/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stderr.log|cases/PERF/PERF_0006/runs/spark/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/PERF_0006/spark/sqlglot_optimize_same_dialect.json,ready_to_time,none
PERF_0006,performance,spark,sqlglot_transpile_same_dialect_noop,yes,yes,,cases/PERF/PERF_0006/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/spark/sqlglot_transpile_same_dialect_noop.sql,cases/PERF/PERF_0006/schema/ddl_spark.sql,cases/PERF/PERF_0006/validation/spark_witness_data.sql,spark_inline_pyspark,cases/PERF/PERF_0006/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stderr.log|cases/PERF/PERF_0006/runs/spark/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/PERF_0006/spark/sqlglot_transpile_same_dialect_noop.json,ready_to_time,none
CONS_0010,consistency,pg,sqlglot_optimize_same_dialect,yes,yes,,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/pg/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,cases/CONS/CONS_0010/validation/pg_witness_data.sql,postgres_inline_cli,cases/CONS/CONS_0010/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0010_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0010_pg_validation.stderr.log|cases/CONS/CONS_0010/runs/pg/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/CONS_0010/pg/sqlglot_optimize_same_dialect.json,ready_to_time,none
CONS_0010,consistency,pg,sqlglot_transpile_same_dialect_noop,yes,yes,,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/pg/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,cases/CONS/CONS_0010/validation/pg_witness_data.sql,postgres_inline_cli,cases/CONS/CONS_0010/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0010_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0010_pg_validation.stderr.log|cases/CONS/CONS_0010/runs/pg/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/CONS_0010/pg/sqlglot_transpile_same_dialect_noop.json,ready_to_time,none
CONS_0010,consistency,mysql,sqlglot_optimize_same_dialect,yes,yes,,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/mysql/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0010/schema/ddl_mysql.sql,cases/CONS/CONS_0010/validation/mysql_witness_data.sql,mysql_inline_cli,cases/CONS/CONS_0010/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0010_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0010_mysql_validation.stderr.log|cases/CONS/CONS_0010/runs/mysql/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/CONS_0010/mysql/sqlglot_optimize_same_dialect.json,ready_to_time,none
CONS_0010,consistency,mysql,sqlglot_transpile_same_dialect_noop,yes,yes,,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/mysql/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0010/schema/ddl_mysql.sql,cases/CONS/CONS_0010/validation/mysql_witness_data.sql,mysql_inline_cli,cases/CONS/CONS_0010/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0010_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0010_mysql_validation.stderr.log|cases/CONS/CONS_0010/runs/mysql/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_canary_01/timings/CONS_0010/mysql/sqlglot_transpile_same_dialect_noop.json,ready_to_time,none
