case_id,pool,engine,route_id,row_status,exit_code,median_source_ms,median_generated_ms,speedup_ratio,speedup_band,timing_json_path,stdout_log,stderr_log,notes
CONS_0005,consistency,mysql,sqlglot_transpile_same_dialect_noop,executed,0,134.15034802164882,138.35178303997964,0.9696322307814659,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0005/mysql/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0005__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0005__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0005,consistency,pg,sqlglot_transpile_same_dialect_noop,executed,0,396.8388329958543,297.0745509956032,1.335822377466886,faster,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0005/pg/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0005__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0005__pg__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0005,consistency,spark,sqlglot_transpile_same_dialect_noop,executed,0,239.99508400447667,206.08920196536928,1.1645204198752968,faster,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0005/spark/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0005__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0005__spark__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0007,consistency,mysql,sqlglot_transpile_same_dialect_noop,executed,0,117.0445290626958,114.22137601766735,1.0247165035430126,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0007/mysql/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0007__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0007__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0007,consistency,pg,sqlglot_transpile_same_dialect_noop,executed,0,295.7275139633566,487.6192680094391,0.6064721666364342,slow_extreme,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0007/pg/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0007__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0007__pg__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0007,consistency,spark,sqlglot_transpile_same_dialect_noop,executed,0,177.50961403362453,170.0846729800105,1.0436543806300915,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0007/spark/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0007__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0007__spark__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0009,consistency,mysql,sqlglot_transpile_same_dialect_noop,executed,0,146.50290308054537,147.49156194739044,0.9932968445530618,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0009/mysql/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0009__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0009__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0009,consistency,pg,sqlglot_transpile_same_dialect_noop,executed,0,396.8421840108931,296.1701229214668,1.3399129530567833,faster,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0009/pg/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0009__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0009__pg__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0009,consistency,spark,sqlglot_transpile_same_dialect_noop,executed,0,390.46141994185746,422.84248606301844,0.923420500095312,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0009/spark/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0009__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0009__spark__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0010,consistency,mysql,sqlglot_optimize_same_dialect,executed,0,134.09131101798266,131.9289319217205,1.016390484367335,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0010/mysql/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__mysql__sqlglot_optimize_same_dialect.stderr.log,
CONS_0010,consistency,mysql,sqlglot_transpile_same_dialect_noop,executed,0,136.89302909187973,135.142310988158,1.0129546260598958,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0010/mysql/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0010,consistency,pg,sqlglot_optimize_same_dialect,executed,0,311.5644600475207,298.20395400747657,1.0448032491202621,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0010/pg/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__pg__sqlglot_optimize_same_dialect.stderr.log,
CONS_0010,consistency,pg,sqlglot_transpile_same_dialect_noop,executed,0,296.3878969894722,405.8064699638635,0.7303675986631389,slow_extreme,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0010/pg/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__pg__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0010,consistency,spark,sqlglot_optimize_same_dialect,executed,0,270.7798950141296,268.75432301312685,1.0075368908611149,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0010/spark/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__spark__sqlglot_optimize_same_dialect.stderr.log,
CONS_0010,consistency,spark,sqlglot_transpile_same_dialect_noop,executed,0,274.6766299242154,275.6291520781815,0.996544189368997,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0010/spark/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0010__spark__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0011,consistency,mysql,sqlglot_optimize_same_dialect,executed,0,153.78762397449464,153.74669304583222,1.0002662231482937,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0011/mysql/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__mysql__sqlglot_optimize_same_dialect.stderr.log,
