run_id,event_id,method_id,method_version,case_id,pool,source_family,task_track,route_id,engine,engine_source,engine_target,git_commit,denominator_id,rewrite_id,rewrite_role,attempt_index,execution_phase,status,failure_bucket,is_denominator_case,is_valid_result,is_speedup_eligible,speedup_exclusion_reason,result_match_status,normalization_policy,baseline_runtime_ms,rewrite_runtime_ms,speedup_ratio,plan_artifact_status,verifier_mode,artifact_path,artifact_reuse_mode,negative_available,negative_rejected,notes
controls_v0_manual_canary_04cases_pg_mysql_01,PERF_0006__native_source__pg,controls,manual_canary_04cases_pg_mysql_01_materialized,PERF_0006,performance,TPC-H,control,native_source,pg,,postgresql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,source,source,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0006/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_pg_validation.stderr.log|cases/PERF/PERF_0006/runs/pg/source.tsv,manual_case_validation_materialized,yes,,manual_canary_materialization; validation_command=perf_0006_pg_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; PostgreSQL-only witness validation.; No MySQL or Spark validation is implied.; No plans were collected.
controls_v0_manual_canary_04cases_pg_mysql_01,PERF_0006__human_positive__pg,controls,manual_canary_04cases_pg_mysql_01_materialized,PERF_0006,performance,TPC-H,control,human_positive,pg,,postgresql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,rewrite_pos_01,positive,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0006/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_pg_validation.stderr.log|cases/PERF/PERF_0006/runs/pg/rewrite_pos_01.tsv,manual_case_validation_materialized,yes,,manual_canary_materialization; validation_command=perf_0006_pg_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; PostgreSQL-only witness validation.; No MySQL or Spark validation is implied.; No plans were collected.
controls_v0_manual_canary_04cases_pg_mysql_01,PERF_0006__hard_negative__pg,controls,manual_canary_04cases_pg_mysql_01_materialized,PERF_0006,performance,TPC-H,control,hard_negative,pg,,postgresql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,rewrite_neg_01,negative,1,aggregate,success,,true,true,false,controls_not_speedup_metric,mismatch,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0006/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_pg_validation.stderr.log|cases/PERF/PERF_0006/runs/pg/rewrite_neg_01.tsv,manual_case_validation_materialized,yes,yes,manual_canary_materialization; validation_command=perf_0006_pg_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; PostgreSQL-only witness validation.; No MySQL or Spark validation is implied.; No plans were collected.
controls_v0_manual_canary_04cases_pg_mysql_01,PERF_0006__native_source__mysql,controls,manual_canary_04cases_pg_mysql_01_materialized,PERF_0006,performance,TPC-H,control,native_source,mysql,,mysql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,source,source,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0006/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_mysql_validation.stderr.log|cases/PERF/PERF_0006/runs/mysql/source.tsv,manual_case_validation_materialized,yes,,"manual_canary_materialization; validation_command=perf_0006_mysql_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; MySQL-only witness validation.; Validation used the configured MYSQL_DATABASE and transient case-local tables.; No PostgreSQL or Spark validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_canary_04cases_pg_mysql_01,PERF_0006__human_positive__mysql,controls,manual_canary_04cases_pg_mysql_01_materialized,PERF_0006,performance,TPC-H,control,human_positive,mysql,,mysql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,rewrite_pos_01,positive,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0006/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_mysql_validation.stderr.log|cases/PERF/PERF_0006/runs/mysql/rewrite_pos_01.tsv,manual_case_validation_materialized,yes,,"manual_canary_materialization; validation_command=perf_0006_mysql_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; MySQL-only witness validation.; Validation used the configured MYSQL_DATABASE and transient case-local tables.; No PostgreSQL or Spark validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_canary_04cases_pg_mysql_01,PERF_0006__hard_negative__mysql,controls,manual_canary_04cases_pg_mysql_01_materialized,PERF_0006,performance,TPC-H,control,hard_negative,mysql,,mysql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,rewrite_neg_01,negative,1,aggregate,success,,true,true,false,controls_not_speedup_metric,mismatch,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0006/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/perf_0006_mysql_validation.stderr.log|cases/PERF/PERF_0006/runs/mysql/rewrite_neg_01.tsv,manual_case_validation_materialized,yes,yes,"manual_canary_materialization; validation_command=perf_0006_mysql_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; MySQL-only witness validation.; Validation used the configured MYSQL_DATABASE and transient case-local tables.; No PostgreSQL or Spark validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_canary_04cases_pg_mysql_01,CONS_0007__native_source__pg,controls,manual_canary_04cases_pg_mysql_01_materialized,CONS_0007,consistency,Calcite,control,native_source,pg,,postgresql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,source,source,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/CONS/CONS_0007/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/cons_0007_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/cons_0007_pg_validation.stderr.log|cases/CONS/CONS_0007/runs/pg/source.tsv,manual_case_validation_materialized,yes,,"manual_canary_materialization; validation_command=cons_0007_pg_validation; common_core_v0 consistency candidate; human review required before freeze; PostgreSQL-only witness validation for CONS_0007.; No MySQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
controls_v0_manual_canary_04cases_pg_mysql_01,CONS_0007__human_positive__pg,controls,manual_canary_04cases_pg_mysql_01_materialized,CONS_0007,consistency,Calcite,control,human_positive,pg,,postgresql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,rewrite_pos_01,positive,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/CONS/CONS_0007/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/cons_0007_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/cons_0007_pg_validation.stderr.log|cases/CONS/CONS_0007/runs/pg/rewrite_pos_01.tsv,manual_case_validation_materialized,yes,,"manual_canary_materialization; validation_command=cons_0007_pg_validation; common_core_v0 consistency candidate; human review required before freeze; PostgreSQL-only witness validation for CONS_0007.; No MySQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
controls_v0_manual_canary_04cases_pg_mysql_01,CONS_0007__hard_negative__pg,controls,manual_canary_04cases_pg_mysql_01_materialized,CONS_0007,consistency,Calcite,control,hard_negative,pg,,postgresql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,rewrite_neg_01,negative,1,aggregate,success,,true,true,false,controls_not_speedup_metric,mismatch,none,,,,not_applicable,engine_local_witness,cases/CONS/CONS_0007/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/cons_0007_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/cons_0007_pg_validation.stderr.log|cases/CONS/CONS_0007/runs/pg/rewrite_neg_01.tsv,manual_case_validation_materialized,yes,yes,"manual_canary_materialization; validation_command=cons_0007_pg_validation; common_core_v0 consistency candidate; human review required before freeze; PostgreSQL-only witness validation for CONS_0007.; No MySQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
controls_v0_manual_canary_04cases_pg_mysql_01,CONS_0007__native_source__mysql,controls,manual_canary_04cases_pg_mysql_01_materialized,CONS_0007,consistency,Calcite,control,native_source,mysql,,mysql,4184768cb3589203e0b1436e0ce5d23c4b7300aa,common_core_v0_40,source,source,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/CONS/CONS_0007/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/cons_0007_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_canary_04cases_pg_mysql_01/logs/cons_0007_mysql_validation.stderr.log|cases/CONS/CONS_0007/runs/mysql/source.tsv,manual_case_validation_materialized,yes,,"manual_canary_materialization; validation_command=cons_0007_mysql_validation; common_core_v0 consistency candidate; human review required before freeze; MySQL-only witness validation for CONS_0007.; No PostgreSQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
