case_id,pool,engine,route_id,execution_status,generation_status,noop_status,unsupported_status,source_baseline_available,generated_sql_available,speedup_eligible,timing_eligible,exclusion_reason,source_sql_path,generated_sql_path,control_source_artifact,expected_timing_output_path,preflight_status,caveat
CONS_0005,consistency,mysql,sqlglot_optimize_same_dialect,failure,success,not_noop,supported_or_attempted,yes,yes,no,no,executed_failed,cases/CONS/CONS_0005/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/mysql/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0005/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0005_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0005_mysql_validation.stderr.log|cases/CONS/CONS_0005/runs/mysql/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0005/mysql/sqlglot_optimize_same_dialect.json,not_timing_eligible_executed_failed,prior_execution_failure_must_remain_explicit
CONS_0005,consistency,mysql,sqlglot_transpile_same_dialect_noop,success,success,not_noop,supported_or_attempted,yes,yes,yes,yes,,cases/CONS/CONS_0005/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/mysql/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0005/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0005_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0005_mysql_validation.stderr.log|cases/CONS/CONS_0005/runs/mysql/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0005/mysql/sqlglot_transpile_same_dialect_noop.json,timing_and_speedup_candidate,none
CONS_0005,consistency,pg,sqlglot_optimize_same_dialect,failure,success,not_noop,supported_or_attempted,yes,yes,no,no,executed_failed,cases/CONS/CONS_0005/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/pg/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0005/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0005_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0005_pg_validation.stderr.log|cases/CONS/CONS_0005/runs/pg/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0005/pg/sqlglot_optimize_same_dialect.json,not_timing_eligible_executed_failed,prior_execution_failure_must_remain_explicit
CONS_0005,consistency,pg,sqlglot_transpile_same_dialect_noop,success,success,not_noop,supported_or_attempted,yes,yes,yes,yes,,cases/CONS/CONS_0005/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/pg/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0005/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0005_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0005_pg_validation.stderr.log|cases/CONS/CONS_0005/runs/pg/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0005/pg/sqlglot_transpile_same_dialect_noop.json,timing_and_speedup_candidate,none
CONS_0005,consistency,spark,sqlglot_optimize_same_dialect,failure,success,not_noop,supported_or_attempted,yes,yes,no,no,executed_failed,cases/CONS/CONS_0005/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/spark/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0005/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_ready36_01/logs/cons_0005_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_ready36_01/logs/cons_0005_spark_validation.stderr.log|cases/CONS/CONS_0005/runs/spark/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0005/spark/sqlglot_optimize_same_dialect.json,not_timing_eligible_executed_failed,prior_execution_failure_must_remain_explicit
CONS_0005,consistency,spark,sqlglot_transpile_same_dialect_noop,success,success,not_noop,supported_or_attempted,yes,yes,yes,yes,,cases/CONS/CONS_0005/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/spark/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0005/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_ready36_01/logs/cons_0005_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_ready36_01/logs/cons_0005_spark_validation.stderr.log|cases/CONS/CONS_0005/runs/spark/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0005/spark/sqlglot_transpile_same_dialect_noop.json,timing_and_speedup_candidate,none
CONS_0007,consistency,mysql,sqlglot_optimize_same_dialect,failure,success,not_noop,supported_or_attempted,yes,yes,no,no,executed_failed,cases/CONS/CONS_0007/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/mysql/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0007/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0007_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0007_mysql_validation.stderr.log|cases/CONS/CONS_0007/runs/mysql/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0007/mysql/sqlglot_optimize_same_dialect.json,not_timing_eligible_executed_failed,prior_execution_failure_must_remain_explicit
CONS_0007,consistency,mysql,sqlglot_transpile_same_dialect_noop,success,success,not_noop,supported_or_attempted,yes,yes,yes,yes,,cases/CONS/CONS_0007/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/mysql/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0007/runs/mysql/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0007_mysql_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0007_mysql_validation.stderr.log|cases/CONS/CONS_0007/runs/mysql/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0007/mysql/sqlglot_transpile_same_dialect_noop.json,timing_and_speedup_candidate,none
CONS_0007,consistency,pg,sqlglot_optimize_same_dialect,failure,success,not_noop,supported_or_attempted,yes,yes,no,no,executed_failed,cases/CONS/CONS_0007/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/pg/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0007/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0007_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0007_pg_validation.stderr.log|cases/CONS/CONS_0007/runs/pg/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0007/pg/sqlglot_optimize_same_dialect.json,not_timing_eligible_executed_failed,prior_execution_failure_must_remain_explicit
CONS_0007,consistency,pg,sqlglot_transpile_same_dialect_noop,success,success,not_noop,supported_or_attempted,yes,yes,yes,yes,,cases/CONS/CONS_0007/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/pg/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0007/runs/pg/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0007_pg_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_pg_mysql_40_01/logs/cons_0007_pg_validation.stderr.log|cases/CONS/CONS_0007/runs/pg/source.tsv,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0007/pg/sqlglot_transpile_same_dialect_noop.json,timing_and_speedup_candidate,none
