run_id,event_id,method_id,method_version,case_id,pool,source_family,task_track,engine_source,engine_target,rewrite_id,rewrite_role,attempt_index,execution_phase,status,failure_bucket,is_denominator_case,is_valid_result,is_speedup_eligible,result_match_status,normalization_policy,baseline_runtime_ms,rewrite_runtime_ms,speedup_ratio,speedup_exclusion_reason,plan_artifact_status,verifier_mode,artifact_path,notes,route_id,engine,git_commit,denominator_id,generation_status,generated_sql_path,source_sql_path
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__001,sqlglot,sqlglot_30.2.1,CONS_0005,consistency,Calcite,same_engine,mysql,mysql,rewrite_pos_01,positive,1,execute,failure,method_error,true,false,false,not_checked,none,,,,no_timing_execution_failed,not_applicable,manual,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0005__mysql__sqlglot_optimize_same_dialect.stderr.log,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation,sqlglot_optimize_same_dialect,mysql,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/mysql/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0005/source.sql
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__002,sqlglot,sqlglot_30.2.1,CONS_0005,consistency,Calcite,same_engine,mysql,mysql,rewrite_pos_01,positive,1,execute,success,,true,false,false,not_checked,none,,,,no_timing_execution_only_evidence,not_applicable,manual,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/mysql/sqlglot_transpile_same_dialect_noop.sql,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation,sqlglot_transpile_same_dialect_noop,mysql,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/mysql/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0005/source.sql
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__003,sqlglot,sqlglot_30.2.1,CONS_0005,consistency,Calcite,same_engine,postgresql,postgresql,rewrite_pos_01,positive,1,execute,failure,method_error,true,false,false,not_checked,none,,,,no_timing_execution_failed,not_applicable,manual,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0005__pg__sqlglot_optimize_same_dialect.stderr.log,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation,sqlglot_optimize_same_dialect,pg,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/pg/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0005/source.sql
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__004,sqlglot,sqlglot_30.2.1,CONS_0005,consistency,Calcite,same_engine,postgresql,postgresql,rewrite_pos_01,positive,1,execute,success,,true,false,false,not_checked,none,,,,no_timing_execution_only_evidence,not_applicable,manual,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/pg/sqlglot_transpile_same_dialect_noop.sql,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation,sqlglot_transpile_same_dialect_noop,pg,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/pg/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0005/source.sql
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__005,sqlglot,sqlglot_30.2.1,CONS_0005,consistency,Calcite,same_engine,spark,spark,rewrite_pos_01,positive,1,execute,failure,method_error,true,false,false,not_checked,none,,,,no_timing_execution_failed,not_applicable,manual,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0005__spark__sqlglot_optimize_same_dialect.stderr.log,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation,sqlglot_optimize_same_dialect,spark,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/spark/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0005/source.sql
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__006,sqlglot,sqlglot_30.2.1,CONS_0005,consistency,Calcite,same_engine,spark,spark,rewrite_pos_01,positive,1,execute,success,,true,false,false,not_checked,none,,,,no_timing_execution_only_evidence,not_applicable,manual,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/spark/sqlglot_transpile_same_dialect_noop.sql,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation,sqlglot_transpile_same_dialect_noop,spark,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/spark/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0005/source.sql
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__007,sqlglot,sqlglot_30.2.1,CONS_0007,consistency,Calcite,same_engine,mysql,mysql,rewrite_pos_01,positive,1,execute,failure,method_error,true,false,false,not_checked,none,,,,no_timing_execution_failed,not_applicable,manual,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0007__mysql__sqlglot_optimize_same_dialect.stderr.log,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; known cross-engine generated SQL failure shape e2.e1.commission; preserve if execution fails,sqlglot_optimize_same_dialect,mysql,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/mysql/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0007/source.sql
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__008,sqlglot,sqlglot_30.2.1,CONS_0007,consistency,Calcite,same_engine,mysql,mysql,rewrite_pos_01,positive,1,execute,success,,true,false,false,not_checked,none,,,,no_timing_execution_only_evidence,not_applicable,manual,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/mysql/sqlglot_transpile_same_dialect_noop.sql,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation,sqlglot_transpile_same_dialect_noop,mysql,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/mysql/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0007/source.sql
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__009,sqlglot,sqlglot_30.2.1,CONS_0007,consistency,Calcite,same_engine,postgresql,postgresql,rewrite_pos_01,positive,1,execute,failure,method_error,true,false,false,not_checked,none,,,,no_timing_execution_failed,not_applicable,manual,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0007__pg__sqlglot_optimize_same_dialect.stderr.log,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; known cross-engine generated SQL failure shape e2.e1.commission; preserve if execution fails,sqlglot_optimize_same_dialect,pg,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/pg/sqlglot_optimize_same_dialect.sql,cases/CONS/CONS_0007/source.sql
sqlglot_same_engine_nonport_execution_01,sqlglot_same_engine_nonport_execution_01__010,sqlglot,sqlglot_30.2.1,CONS_0007,consistency,Calcite,same_engine,postgresql,postgresql,rewrite_pos_01,positive,1,execute,success,,true,false,false,not_checked,none,,,,no_timing_execution_only_evidence,not_applicable,manual,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/pg/sqlglot_transpile_same_dialect_noop.sql,original_row_status=executed; execution_row_status=ready_to_execute; execution_only_no_result_comparison; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation,sqlglot_transpile_same_dialect_noop,pg,a7d5be6252c8e08ce16d76a851ac9357601841b3,common_core_v0_40,success,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/pg/sqlglot_transpile_same_dialect_noop.sql,cases/CONS/CONS_0007/source.sql
