run_id,method_id,case_id,pool,source_family,included_in_denominator,case_eval_status,best_positive_rewrite_id,best_negative_rewrite_id,valid_positive_count,failed_positive_count,has_valid_baseline,has_valid_plan_artifacts,has_valid_result_check,is_speedup_eligible_case,best_speedup_ratio,translation_success,verifier_supported,failure_bucket_primary,caveat,notes_link
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0006,performance,TPC-H,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0007,performance,TPC-H,true,partial,,,0,3,true,false,false,false,,,false,unsupported,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0008,performance,TPC-H,true,partial,,,0,4,true,false,false,false,,,false,parse_error,execution-only same-engine evidence; no result validation; no timing; spark parse failure remains explicit,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0013,performance,TPC-H,true,partial,,,0,4,true,false,false,false,,,false,parse_error,execution-only same-engine evidence; no result validation; no timing; spark parse failure remains explicit,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0017,performance,TPC-H,true,partial,,,0,4,true,false,false,false,,,false,parse_error,execution-only same-engine evidence; no result validation; no timing; spark parse failure remains explicit,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0019,performance,TPC-H,true,partial,,,0,4,true,false,false,false,,,false,parse_error,execution-only same-engine evidence; no result validation; no timing; spark parse failure remains explicit,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0024,performance,TPC-H,true,partial,,,0,4,true,false,false,false,,,false,parse_error,execution-only same-engine evidence; no result validation; no timing; spark parse failure remains explicit,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0033,performance,TPC-DS,true,partial,,,0,3,true,false,false,false,,,false,unsupported,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0034,performance,TPC-DS,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0035,performance,TPC-DS,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0052,performance,TPC-DS,true,partial,,,0,3,true,false,false,false,,,false,method_error,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0054,performance,TPC-DS,true,partial,,,0,6,true,false,false,false,,,false,method_error,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0056,performance,TPC-DS,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0062,performance,TPC-DS,true,partial,,,0,3,true,false,false,false,,,false,method_error,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0077,performance,JOB/IMDB,true,partial,,,0,2,true,false,false,false,,,false,parse_error,execution-only same-engine evidence; no result validation; no timing; spark parse failure remains explicit,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,PERF_0082,performance,JOB/IMDB,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,CONS_0005,consistency,Calcite,true,partial,,,0,3,true,false,false,false,,,false,method_error,execution-only same-engine evidence; no result validation; no timing; cross-engine optimize method failure shape table1.table2.i,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,CONS_0007,consistency,Calcite,true,partial,,,0,3,true,false,false,false,,,false,method_error,execution-only same-engine evidence; no result validation; no timing; cross-engine optimize method failure shape e2.e1.commission,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,CONS_0009,consistency,Calcite,true,partial,,,0,3,true,false,false,false,,,false,method_error,execution-only same-engine evidence; no result validation; no timing; cross-engine optimize method failure shape t1.t0a,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,CONS_0010,consistency,Calcite,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,CONS_0011,consistency,Calcite,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,CONS_0012,consistency,Calcite,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,CONS_0024,consistency,Calcite,true,partial,,,0,3,true,false,false,false,,,false,method_error,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,CONS_0036,consistency,VeriEQL,true,partial,,,0,3,true,false,false,false,,,false,unsupported,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,CONS_0037,consistency,VeriEQL,true,partial,,,0,3,true,false,false,false,,,false,unsupported,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,LONGTAIL_0011,longtail,SQLStorm,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,LONGTAIL_0012,longtail,SQLStorm,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,LONGTAIL_0013,longtail,SQLStorm,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
sqlglot_same_engine_nonport_execution_01,sqlglot,LONGTAIL_0022,longtail,Stack Queries,true,partial,,,0,0,true,false,false,false,,,false,,execution-only same-engine evidence; no result validation; no timing,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/execution_triage.md
