run_id,event_id,method_id,method_version,case_id,pool,source_family,task_track,route_id,engine,engine_source,engine_target,git_commit,denominator_id,rewrite_id,rewrite_role,attempt_index,execution_phase,status,failure_bucket,is_denominator_case,is_valid_result,is_speedup_eligible,speedup_exclusion_reason,result_match_status,normalization_policy,baseline_runtime_ms,rewrite_runtime_ms,speedup_ratio,plan_artifact_status,verifier_mode,artifact_path,artifact_reuse_mode,negative_available,negative_rejected,notes
controls_v0_manual_spark_backfill_perf4_01,PERF_0006__native_source__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0006,performance,TPC-H,control,native_source,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,source,source,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0006/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stderr.log|cases/PERF/PERF_0006/runs/spark/source.tsv,manual_case_validation_materialized,yes,,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0006_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_spark_backfill_perf4_01,PERF_0006__human_positive__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0006,performance,TPC-H,control,human_positive,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,rewrite_pos_01,positive,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0006/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stderr.log|cases/PERF/PERF_0006/runs/spark/rewrite_pos_01.tsv,manual_case_validation_materialized,yes,,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0006_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_spark_backfill_perf4_01,PERF_0006__hard_negative__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0006,performance,TPC-H,control,hard_negative,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,rewrite_neg_01,negative,1,aggregate,success,,true,true,false,controls_not_speedup_metric,mismatch,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0006/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0006_spark_validation.stderr.log|cases/PERF/PERF_0006/runs/spark/rewrite_neg_01.tsv,manual_case_validation_materialized,yes,yes,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0006_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_spark_backfill_perf4_01,PERF_0007__native_source__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0007,performance,TPC-H,control,native_source,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,source,source,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0007/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0007_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0007_spark_validation.stderr.log|cases/PERF/PERF_0007/runs/spark/source.tsv,manual_case_validation_materialized,yes,,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0007_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_spark_backfill_perf4_01,PERF_0007__human_positive__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0007,performance,TPC-H,control,human_positive,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,rewrite_pos_01,positive,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0007/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0007_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0007_spark_validation.stderr.log|cases/PERF/PERF_0007/runs/spark/rewrite_pos_01.tsv,manual_case_validation_materialized,yes,,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0007_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_spark_backfill_perf4_01,PERF_0007__hard_negative__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0007,performance,TPC-H,control,hard_negative,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,rewrite_neg_01,negative,1,aggregate,success,,true,true,false,controls_not_speedup_metric,mismatch,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0007/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0007_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0007_spark_validation.stderr.log|cases/PERF/PERF_0007/runs/spark/rewrite_neg_01.tsv,manual_case_validation_materialized,yes,yes,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0007_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_spark_backfill_perf4_01,PERF_0008__native_source__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0008,performance,TPC-H,control,native_source,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,source,source,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0008/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0008_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0008_spark_validation.stderr.log|cases/PERF/PERF_0008/runs/spark/source.tsv,manual_case_validation_materialized,yes,,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0008_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_spark_backfill_perf4_01,PERF_0008__human_positive__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0008,performance,TPC-H,control,human_positive,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,rewrite_pos_01,positive,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0008/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0008_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0008_spark_validation.stderr.log|cases/PERF/PERF_0008/runs/spark/rewrite_pos_01.tsv,manual_case_validation_materialized,yes,,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0008_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_spark_backfill_perf4_01,PERF_0008__hard_negative__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0008,performance,TPC-H,control,hard_negative,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,rewrite_neg_01,negative,1,aggregate,success,,true,true,false,controls_not_speedup_metric,mismatch,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0008/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0008_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0008_spark_validation.stderr.log|cases/PERF/PERF_0008/runs/spark/rewrite_neg_01.tsv,manual_case_validation_materialized,yes,yes,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0008_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
controls_v0_manual_spark_backfill_perf4_01,PERF_0013__native_source__spark,controls,manual_spark_backfill_perf4_01_materialized,PERF_0013,performance,TPC-H,control,native_source,spark,,spark,16da74b1b02ebe8b43aa572d0e6b9c50a843085d,common_core_v0_40,source,source,1,aggregate,success,,true,true,false,controls_not_speedup_metric,match,none,,,,not_applicable,engine_local_witness,cases/PERF/PERF_0013/runs/spark/result_check.json|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0013_spark_validation.stdout.log|reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/logs/perf_0013_spark_validation.stderr.log|cases/PERF/PERF_0013/runs/spark/source.tsv,manual_case_validation_materialized,yes,,"manual_case_validation_materialized; spark PERF backfill package for legacy-artifact-only Common-core performance cases; notes_link=reports/evaluation/common_core_v0/runs/controls_v0_manual_spark_backfill_perf4_01/materialization_notes.md; validation_command=perf_0013_spark_validation; Spark-only witness validation.; Validation used case-local Spark DDL and Spark witness data.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, or common-core claim is made."
