run_id,row_key,case_id,pool,engine,method_id,route_id,expansion_denominator_id,source_sql_path,schema_path,witness_data_path,row_status,dialect_class_used,rewrite_changed,generated_sql_path,log_stdout_path,log_stderr_path,row_metadata_path,failure_category,blocker_reason,claim_boundary
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0006:mysql,PERF_0006,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_mysql.sql,cases/PERF/PERF_0006/validation/mysql_witness_data.sql,rewrite_success,org.apache.calcite.sql.dialect.MysqlSqlDialect,true,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0006/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0006/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0006/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0006/mysql/row_metadata.json,,,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0006:spark,PERF_0006,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_spark.sql,cases/PERF/PERF_0006/validation/spark_witness_data.sql,rewrite_success,org.apache.calcite.sql.dialect.SparkSqlDialect,true,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0006/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0006/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0006/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0006/spark/row_metadata.json,,,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0007:mysql,PERF_0007,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0007/source.sql,cases/PERF/PERF_0007/schema/ddl_mysql.sql,cases/PERF/PERF_0007/validation/mysql_witness_data.sql,rewrite_success,org.apache.calcite.sql.dialect.MysqlSqlDialect,true,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0007/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0007/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0007/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0007/mysql/row_metadata.json,,,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0007:spark,PERF_0007,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0007/source.sql,cases/PERF/PERF_0007/schema/ddl_spark.sql,cases/PERF/PERF_0007/validation/spark_witness_data.sql,rewrite_success,org.apache.calcite.sql.dialect.SparkSqlDialect,true,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0007/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0007/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0007/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0007/spark/row_metadata.json,,,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0008:mysql,PERF_0008,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0008/source.sql,cases/PERF/PERF_0008/schema/ddl_mysql.sql,cases/PERF/PERF_0008/validation/mysql_witness_data.sql,hep_rewrite_failed,org.apache.calcite.sql.dialect.MysqlSqlDialect,,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0008/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0008/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0008/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0008/mysql/row_metadata.json,hep_rewrite_failed,could not parse table name from DDL,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0008:spark,PERF_0008,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0008/source.sql,cases/PERF/PERF_0008/schema/ddl_spark.sql,cases/PERF/PERF_0008/validation/spark_witness_data.sql,rewrite_success,org.apache.calcite.sql.dialect.SparkSqlDialect,true,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0008/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0008/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0008/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0008/spark/row_metadata.json,,,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0013:mysql,PERF_0013,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_mysql.sql,cases/PERF/PERF_0013/validation/mysql_witness_data.sql,hep_rewrite_failed,org.apache.calcite.sql.dialect.MysqlSqlDialect,,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0013/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0013/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0013/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0013/mysql/row_metadata.json,hep_rewrite_failed,could not parse table name from DDL,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0013:spark,PERF_0013,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_spark.sql,cases/PERF/PERF_0013/validation/spark_witness_data.sql,rewrite_success,org.apache.calcite.sql.dialect.SparkSqlDialect,true,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0013/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0013/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0013/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0013/spark/row_metadata.json,,,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0017:mysql,PERF_0017,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_mysql.sql,cases/PERF/PERF_0017/validation/mysql_witness_data.sql,hep_rewrite_failed,org.apache.calcite.sql.dialect.MysqlSqlDialect,,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0017/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0017/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0017/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0017/mysql/row_metadata.json,hep_rewrite_failed,could not parse table name from DDL,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
calcite_hep_mysql_spark_rewrite_expansion_80_01,PERF_0017:spark,PERF_0017,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_spark.sql,cases/PERF/PERF_0017/validation/spark_witness_data.sql,rewrite_success,org.apache.calcite.sql.dialect.SparkSqlDialect,true,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0017/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0017/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0017/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0017/spark/row_metadata.json,,,mysql_spark_rewrite_expansion_80_only_not_execution_timing_speedup_or_leaderboard_evidence
