row_key,case_id,pool,engine,method_id,route_id,expansion_denominator_id,source_sql_path,schema_path,witness_data_path,expected_generated_sql_path,expected_log_stdout_path,expected_log_stderr_path,expected_row_metadata_path,rewrite_status_planned,caveat
PERF_0006:mysql,PERF_0006,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_mysql.sql,cases/PERF/PERF_0006/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0006/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0006/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0006/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0006/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0006:spark,PERF_0006,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_spark.sql,cases/PERF/PERF_0006/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0006/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0006/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0006/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0006/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0007:mysql,PERF_0007,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0007/source.sql,cases/PERF/PERF_0007/schema/ddl_mysql.sql,cases/PERF/PERF_0007/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0007/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0007/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0007/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0007/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0007:spark,PERF_0007,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0007/source.sql,cases/PERF/PERF_0007/schema/ddl_spark.sql,cases/PERF/PERF_0007/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0007/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0007/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0007/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0007/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0008:mysql,PERF_0008,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0008/source.sql,cases/PERF/PERF_0008/schema/ddl_mysql.sql,cases/PERF/PERF_0008/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0008/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0008/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0008/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0008/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0008:spark,PERF_0008,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0008/source.sql,cases/PERF/PERF_0008/schema/ddl_spark.sql,cases/PERF/PERF_0008/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0008/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0008/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0008/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0008/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0013:mysql,PERF_0013,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_mysql.sql,cases/PERF/PERF_0013/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0013/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0013/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0013/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0013/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0013:spark,PERF_0013,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_spark.sql,cases/PERF/PERF_0013/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0013/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0013/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0013/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0013/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0017:mysql,PERF_0017,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_mysql.sql,cases/PERF/PERF_0017/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0017/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0017/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0017/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0017/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0017:spark,PERF_0017,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_spark.sql,cases/PERF/PERF_0017/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0017/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0017/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0017/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0017/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0019:mysql,PERF_0019,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0019/source.sql,cases/PERF/PERF_0019/schema/ddl_mysql.sql,cases/PERF/PERF_0019/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0019/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0019/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0019/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0019/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0019:spark,PERF_0019,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0019/source.sql,cases/PERF/PERF_0019/schema/ddl_spark.sql,cases/PERF/PERF_0019/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0019/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0019/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0019/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0019/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0024:mysql,PERF_0024,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_mysql.sql,cases/PERF/PERF_0024/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0024/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0024/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0024/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0024/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0024:spark,PERF_0024,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_spark.sql,cases/PERF/PERF_0024/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0024/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0024/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0024/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0024/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0033:mysql,PERF_0033,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_mysql.sql,cases/PERF/PERF_0033/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0033/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0033/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0033/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0033/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0033:spark,PERF_0033,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_spark.sql,cases/PERF/PERF_0033/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0033/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0033/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0033/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0033/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0034:mysql,PERF_0034,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_mysql.sql,cases/PERF/PERF_0034/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0034/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0034/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0034/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0034/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0034:spark,PERF_0034,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_spark.sql,cases/PERF/PERF_0034/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0034/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0034/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0034/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0034/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0035:mysql,PERF_0035,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_mysql.sql,cases/PERF/PERF_0035/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0035/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0035/mysql/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0035/mysql/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0035/mysql/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
PERF_0035:spark,PERF_0035,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_common_core_v0_80,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_spark.sql,cases/PERF/PERF_0035/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0035/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0035/spark/rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/logs/PERF_0035/spark/rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/metadata/PERF_0035/spark/row_metadata.json,planned_rewrite_attempt,rewrite_only_common_core_mysql_spark_expansion_no_execution_witness_optional
