run_id,case_id,pool,engine,method_id,route_id,source_generation_denominator_id,pg_expansion_denominator_id,previous_generation_status_class,row_status,claim_boundary,generated_sql_path,prompt_path,raw_response_path,selected_rules_path,retrieval_trace_path,token_cost_path,provider_metadata_path,row_run_metadata_path,failure_category,blocker_reason
r_bot_pg40_generation_expansion_02,PERF_0006,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_generated_pg7,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0006/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0006/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0006/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0006/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0006/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0006/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0006/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0006/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,PERF_0007,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0007/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0007/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0007/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0007/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0007/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0007/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0007/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0007/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,PERF_0008,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_generated_pg7,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0008/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0008/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0008/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0008/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0008/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0008/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0008/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0008/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,PERF_0013,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_generated_pg7,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0013/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0013/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0013/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0013/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0013/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0013/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0013/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0013/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,PERF_0017,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_generated_pg7,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0017/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0017/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0017/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0017/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0017/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0017/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0017/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0017/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,PERF_0019,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_failed_pg2,failed,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0019/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0019/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0019/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0019/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0019/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0019/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0019/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0019/pg/row_run_metadata.json,subprocess_nonzero_exit,subprocess exited with code 1
r_bot_pg40_generation_expansion_02,PERF_0024,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_generated_pg7,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0024/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0024/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0024/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0024/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0024/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0024/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0024/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0024/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,PERF_0033,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_failed_pg2,failed,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0033/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0033/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0033/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0033/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0033/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0033/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0033/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0033/pg/row_run_metadata.json,subprocess_nonzero_exit,subprocess exited with code 1
r_bot_pg40_generation_expansion_02,PERF_0034,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,failed,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0034/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0034/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0034/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0034/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0034/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0034/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0034/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0034/pg/row_run_metadata.json,subprocess_nonzero_exit,subprocess exited with code 1
r_bot_pg40_generation_expansion_02,PERF_0035,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,failed,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0035/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0035/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0035/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0035/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0035/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0035/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0035/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0035/pg/row_run_metadata.json,subprocess_nonzero_exit,subprocess exited with code 1
